3074.4041,0.99836381,1.0000601,1.0000601,1.0000601
3074.4246,0.99822742,0.99995581,0.99995581,0.99995581
3074.445,0.99823745,0.9999996,0.9999996,0.9999996
3074.4654,0.99812893,0.99992599,0.99992599,0.99992599
3074.4859,0.99841569,1.0002495,1.0002495,1.0002495
3074.5063,0.99815809,1.0000288,1.0000288,1.0000288
3074.5267,0.99827783,1.0001873,1.0001873,1.0001873
3074.5472,0.99808515,1.0000338,1.0000338,1.0000338
3074.5676,0.99802057,1.0000097,1.0000097,1.0000097
3074.588,0.99786392,0.99989426,0.99989426,0.99989426
3074.6085,0.99791211,0.99998507,0.99998507,0.99998507
3074.6493,0.99755565,0.99971528,0.99971528,0.99971528
3074.6698,0.99759063,0.99979538,0.99979538,0.99979538
3074.6902,0.99763128,0.9998815,0.9998815,0.9998815
3074.7106,0.99734715,0.99964307,0.99964307,0.99964307
3074.7311,0.9975734,0.99991668,0.99991668,0.99991668
3074.7515,0.99755543,0.9999461,0.9999461,0.9999461
3074.7719,0.99750717,0.9999457,0.9999457,0.9999457
3074.7923,0.99785865,1.0003464,1.0003464,1.0003464
3074.8128,0.9972395,0.99977445,0.99977445,0.99977445
3074.8332,0.99752275,1.0001075,1.0001075,1.0001075
3074.8536,0.9973468,0.99998044,0.99998044,0.99998044
3074.8945,0.99742311,1.0001563,1.0001563,1.0001563
3074.9149,0.99724109,1.0000237,1.0000237,1.0000237
3074.9354,0.99706626,0.99989839,0.99989839,0.99989839
3074.9558,0.99756257,1.000446,1.000446,1.000446
3074.9762,0.997028,0.99995996,0.99995996,0.99995996
3074.9967,0.99704331,1.0000252,1.0000252,1.0000252
3075.0171,0.99708949,1.0001212,1.0001212,1.0001212
3075.0375,0.99668337,0.99976343,0.99976343,0.99976343
3075.058,0.99722446,1.0003556,1.0003556,1.0003556
3075.0784,0.99706306,1.0002426,1.0002426,1.0002426
3075.0988,0.99707498,1.0003033,1.0003033,1.0003033
3075.1397,0.99689756,1.0002213,1.0002213,1.0002213
3075.1601,0.99637291,0.99974221,0.99974221,0.99974221
3075.1806,0.99647175,0.99988827,0.99988827,0.99988827
3075.201,0.9965565,1.0000195,1.0000195,1.0000195
3075.2214,0.99649877,1.0000072,1.0000072,1.0000072
3075.2419,0.99620056,0.99975283,0.99975283,0.99975283
3075.2623,0.99650739,1.0001053,1.0001053,1.0001053
3075.2827,0.99636291,1.000004,1.000004,1.000004
3075.3032,0.99670941,1.000395,1.000395,1.000395
3075.3236,0.99654572,1.0002733,1.0002733,1.0002733
3075.344,0.99618475,0.99995302,0.99995302,0.99995302
3075.3645,0.99589098,0.99969935,0.99969935,0.99969935
3075.3849,0.99579957,0.99964832,0.99964832,0.99964832
3075.4053,0.99615272,1.0000427,1.0000427,1.0000427
3075.4258,0.99580366,0.99973175,0.99973175,0.99973175
3075.4462,0.99597144,0.99993884,0.99993884,0.99993884
3075.4666,0.99594599,0.99995111,0.99995111,0.99995111
3075.4871,0.99588546,0.99992768,0.99992768,0.99992768
3075.5075,0.99599711,1.0000762,1.0000762,1.0000762
3075.5279,0.99609675,1.0002121,1.0002121,1.0002121
3075.5483,0.99592737,1.0000771,1.0000771,1.0000771
3075.5688,0.99573188,0.99991512,0.99991512,0.99991512
3075.5892,0.99561464,0.99983096,0.99983096,0.99983096
