BJD - 2454833, Corrected Flux
3094.325565015, 0.997061858,
3094.345997039, 0.996608471,
3094.366429163, 0.996879700,
3094.386861087, 0.996933963,
3094.407293110, 0.997078101,
3094.427725233, 0.997193177,
3094.448157256, 0.997169611,
3094.468589178, 0.997221197,
3094.489021200, 0.997045517,
3094.509453321, 0.997121523,
3094.529885242, 0.997143277,
3094.550317363, 0.997037771,
3094.570749283, 0.997000122,
3094.591181303, 0.997039233,
3094.611613423, 0.996933094,
3094.632045342, 0.997056902,
3094.652477461, 0.997420604,
3094.672909479, 0.997152273,
3094.693341397, 0.997226550,
3094.713773515, 0.997068380,
3094.754637449, 0.997231426,
3094.775069566, 0.997328041,
3094.795501582, 0.997345677,
3094.815933498, 0.997311084,
3094.836365613, 0.997136166,
3094.856797628, 0.997105286,
3094.877229643, 0.997010341,
3094.897661657, 0.997274798,
3094.918093671, 0.997108410,
3094.938525685, 0.997034572,
3094.958957698, 0.997300141,
3094.979389710, 0.997372072,
3094.999821723, 0.997486737,
3095.020253835, 0.997182747,
3095.040685747, 0.997324348,
3095.061117758, 0.996832534,
3095.081549869, 0.997297597,
3095.101981780, 0.997354266,
3095.122413790, 0.997331867,
3095.142845900, 0.997256141,
3095.163277809, 0.997000536,
3095.183709818, 0.996780037,
3095.204141827, 0.996835005,
3095.245005843, 0.996896232,
3095.265437850, 0.996880972,
3095.285869858, 0.996829447,
3095.306301965, 0.997624172,
3095.326733871, 0.997567903,
3095.347165877, 0.997216919,
3095.367597983, 0.997332471,
3095.388029988, 0.997333676,
3095.408461893, 0.997275908,
3095.428893998, 0.997283925,
3095.449326002, 0.997308679,
3095.490190009, 0.997211809,
3095.510622013, 0.997131346,
3095.531053915, 0.997257981,
3095.551486018, 0.997316372,
3095.571918020, 0.997412027,
3095.592349921, 0.997466825,
3095.612782023, 0.997184586,
3095.633214024, 0.997442714,
3095.653645924, 0.997380388,
3095.674078024, 0.997367543,
3095.694510024, 0.997194873,
3095.714942024, 0.997407069,
3095.735374023, 0.997510689,
3095.755806021, 0.997174099,
3095.776238020, 0.997261027,
3095.796670018, 0.997300786,
3095.817102015, 0.997260323,
3095.837534113, 0.997307950,
3095.857966110, 0.997500017,
3095.878398006, 0.997544336,
3095.898830102, 0.997204682,
3095.919262098, 0.997367692,
3095.939693993, 0.997486846,
3095.980557983, 0.997279752,
3096.000989977, 0.997277488,
3096.021422071, 0.997506020,
3096.041853965, 0.997500449,
3096.062285958, 0.997500292,
3096.082718051, 0.997354712,
3096.103149944, 0.997486082,
3096.123581936, 0.997487225,
3096.144014027, 0.997896148,
3096.164445919, 0.997529100,
3096.184877910, 0.997168421,
3096.225741991, 0.997634635,
3096.246173881, 0.997617783,
3096.266605971, 0.997669191,
3096.287037960, 0.997850418,
3096.307469849, 0.997811301,
3096.327901937, 0.997685056,
3096.348333925, 0.997446259,
3096.368765813, 0.997405491,
3096.389197901, 0.997743401,
3096.409629888, 0.997702358,
3096.430061975, 0.997328401,
3096.450493861, 0.997572788,
3096.470925847, 0.997564862,
3096.491357933, 0.997707018,
3096.511789818, 0.997765076,
3096.532221803, 0.997762445,
3096.552653887, 0.997586503,
3096.573085772, 0.997748859,
3096.593517755, 0.997736287,
3096.613949839, 0.998027188,
3096.634381722, 0.997643262,
3096.654813705, 0.997874352,
3096.675245787, 0.997732589,
3096.716109651, 0.997629836,
3096.736541732, 0.997672280,
3096.756973713, 0.998025220,
3096.777405594, 0.997549345,
3096.797837674, 0.998082410,
3096.818269554, 0.997927572,
3096.838701533, 0.997812369,
3096.859133612, 0.997869933,
3096.879565491, 0.998117779,
3096.899997470, 0.997764202,
3096.920429548, 0.998172019,
3096.940861426, 0.997481226,
3096.961293403, 0.997712050,
3096.981725480, 0.997364116,
3097.002157357, 0.997951935,
3097.022589433, 0.997987528,
3097.043021409, 0.998230769,
3097.063453385, 0.998276079,
3097.083885360, 0.998278380,
3097.104317335, 0.997829077,
3097.124749310, 0.998042796,
3097.145181284, 0.998074522,
3097.165613258, 0.997930676,
3097.206477304, 0.998144034,
3097.226909177, 0.998158888,
3097.247341150, 0.997870671,
3097.267773222, 0.997819885,
3097.288205093, 0.997893964,
3097.308637065, 0.997535021,
3097.329069136, 0.998195959,
3097.349501007, 0.997951121,
3097.369932977, 0.997886837,
3097.390365047, 0.996896778,
3097.410796916, 0.996868677,
3097.451660855, 0.996241113,
3097.472092823, 0.995989194,
3097.492524792, 0.996266088,
3097.512956759, 0.996343178,
3097.533388727, 0.996453203,
3097.553820794, 0.997094404,
3097.574252761, 0.997830890,
3097.594684627, 0.998137960,
3097.615116694, 0.997921678,
3097.635548659, 0.997992850,
3097.655980525, 0.998124663,
3097.676412590, 0.998165429,
3097.696844554, 0.997893231,
3097.717276419, 0.998059532,
3097.737708483, 0.997790750,
3097.758140447, 0.998388752,
3097.778572310, 0.998262246,
3097.799004373, 0.998136053,
3097.819436335, 0.998471009,
3097.839868198, 0.998133444,
3097.860300260, 0.998295199,
3097.880732221, 0.998207574,
3097.901164183, 0.998443538,
3097.942028104, 0.997890701,
3097.962460064, 0.998039095,
3097.982892024, 0.997953204,
3098.003323984, 0.998073205,
3098.023755943, 0.998182422,
3098.044188001, 0.998097331,
3098.064619860, 0.998512053,
3098.105483876, 0.998522638,
3098.125915733, 0.998059760,
3098.146347790, 0.998391262,
3098.207643660, 0.998456102,
3098.228075516, 0.998395984,
3098.248507471, 0.998342148,
3098.268939526, 0.998286184,
3098.289371381, 0.998479899,
3098.309803335, 0.998193317,
3098.330235389, 0.998329499,
3098.350667243, 0.998358484,
3098.371099196, 0.998656431,
3098.391531249, 0.998356532,
3098.411963201, 0.998285441,
3098.432395054, 0.998415375,
3098.452827106, 0.998231177,
3098.473259057, 0.998496360,
3098.493690909, 0.998496073,
3098.514122960, 0.998362088,
3098.534554910, 0.998468883,
3098.554986760, 0.998533278,
3098.575418810, 0.998788148,
3098.595850760, 0.998367201,
3098.616282809, 0.998544281,
3098.636714658, 0.998754934,
3098.677578655, 0.998748657,
3098.698010503, 0.998609651,
3098.718442450, 0.998617672,
3098.738874497, 0.998764704,
3098.759306344, 0.998747967,
3098.779738290, 0.999108954,
3098.800170337, 0.999283731,
3098.820602183, 0.998698142,
3098.841034128, 0.998749569,
3098.861466173, 0.998659783,
3098.881898118, 0.998749230,
3098.922762007, 0.998536564,
3098.943193850, 0.998614305,
3098.963625794, 0.998864099,
3098.984057837, 0.998811567,
3099.004489680, 0.998584832,
3099.024921622, 0.998370982,
3099.045353664, 0.998493957,
3099.065785506, 0.998411328,
3099.086217448, 0.998494166,
3099.106649489, 0.998539231,
3099.127081330, 0.998742900,
3099.147513270, 0.998794937,
3099.167945310, 0.998873222,
3099.188377150, 0.998765841,
3099.208809189, 0.998872109,
3099.229241128, 0.998895326,
3099.249673067, 0.998630415,
3099.270105006, 0.998801145,
3099.290536944, 0.998945930,
3099.310968881, 0.998564173,
3099.331400819, 0.999768262,
3099.351832756, 0.998693239,
3099.372264693, 0.998523855,
3099.413128565, 0.998806152,
3099.433560501, 0.999567017,
3099.453992536, 0.998639500,
3099.474424371, 0.998954183,
3099.494856306, 0.998721667,
3099.515288341, 0.998747022,
3099.535720175, 0.998700836,
3099.556152108, 0.998913412,
3099.576584142, 0.998882591,
3099.597015975, 1.002834770,
3099.617447908, 0.998614877,
3099.658311772, 0.998861402,
3099.678743704, 0.998647348,
3099.699175636, 0.998868874,
3099.719607567, 0.998696796,
3099.740039498, 0.998690999,
3099.760471528, 0.998635919,
3099.780903358, 0.998833427,
3099.801335388, 0.998765676,
3099.821767318, 0.998780696,
3099.842199147, 0.998575934,
3099.862631175, 0.999122508,
3099.883063104, 0.998961558,
3099.903494932, 0.998845050,
3099.923926960, 0.999019442,
3099.944358887, 0.999109143,
3099.964790715, 0.998927602,
3099.985222742, 0.999045045,
3100.005654668, 0.999167981,
3100.026086494, 0.998946133,
3100.046518520, 0.999140057,
3100.066950446, 0.999198951,
3100.087382371, 0.999428430,
3100.107814296, 0.998914862,
3100.148678145, 0.999148334,
3100.169110069, 0.999009368,
3100.189541992, 0.999088209,
3100.209973915, 0.998965167,
3100.230405938, 0.999183695,
3100.250837761, 0.999151591,
3100.271269683, 0.999125369,
3100.291701705, 0.999340106,
3100.312133527, 0.999081135,
3100.332565548, 0.999371975,
3100.352997469, 0.999228251,
3100.373429290, 0.999239072,
3100.393861310, 0.999331560,
3100.414293230, 0.999171246,
3100.434725050, 0.999176592,
3100.455157069, 0.999431582,
3100.475588888, 0.999496349,
3100.496020807, 0.999265996,
3100.516452825, 0.999267117,
3100.536884643, 0.999316657,
3100.557316561, 0.999392392,
3100.577748579, 0.999415870,
3100.598180496, 0.999386604,
3100.639044329, 0.999368143,
3100.659476245, 0.999428451,
3100.679908061, 0.999668916,
3100.700340077, 0.999465287,
3100.720771992, 0.999557724,
3100.741203807, 0.999573792,
3100.761635821, 0.999249673,
3100.782067736, 0.999645097,
3100.802499549, 0.999411559,
3100.822931563, 0.999822277,
3100.843363476, 0.999112701,
3100.863795489, 0.999489366,
3100.884227302, 0.999301210,
3100.904659214, 0.999551265,
3100.925091226, 0.999613232,
3100.945523038, 0.999735142,
3100.965954949, 0.999768047,
3100.986386960, 0.999186889,
3101.006818771, 0.999309008,
3101.027250681, 0.999349906,
3101.047682692, 0.999640292,
3101.068114601, 0.999361129,
3101.088546411, 0.999386176,
3101.108978420, 0.999342388,
3101.129410329, 0.999573347,
3101.149842137, 0.999532855,
3101.170274146, 0.999174943,
3101.190705954, 0.999614632,
3101.211137861, 0.999299873,
3101.231569868, 0.999474175,
3101.252001675, 0.999455496,
3101.272433582, 0.999536209,
3101.292865588, 0.999243540,
3101.313297394, 1.000067703,
3101.333729300, 0.999488440,
3101.374593110, 0.999719492,
3101.395025015, 0.999274906,
3101.415457019, 0.999326654,
3101.435888923, 0.999743238,
3101.456320827, 0.999521265,
3101.476752731, 0.999459944,
3101.497184634, 0.999507908,
3101.517616537, 0.999570783,
3101.538048439, 0.999287562,
3101.558480342, 0.999230345,
3101.578912343, 0.999172322,
3101.619776046, 0.999278977,
3101.640208047, 0.999771694,
3101.660639848, 0.999223809,
3101.681071748, 0.999183667,
3101.701503748, 1.000054907,
3101.721935548, 1.000075402,
3101.742367448, 0.999830617,
3101.762799447, 0.999669841,
3101.783231245, 0.999698224,
3101.803663144, 0.999507085,
3101.824095142, 0.999632737,
3101.844526940, 0.999726123,
3101.864958838, 0.999585658,
3101.885390835, 0.999809470,
3101.905822732, 0.999653594,
3101.926254528, 0.999710277,
3101.946686525, 0.999854454,
3101.967118321, 0.999525480,
3101.987550316, 0.999523899,
3102.007982212, 0.999706612,
3102.028414007, 0.999809668,
3102.048846002, 0.999672080,
3102.069277896, 0.999717294,
3102.110141684, 0.999777775,
3102.130573578, 0.999836987,
3102.151005371, 0.999828534,
3102.171437364, 0.999782261,
3102.191869257, 0.999952563,
3102.212301049, 0.999869146,
3102.232733041, 1.000437580,
3102.253164933, 1.000166331,
3102.273596824, 1.000103211,
3102.294028715, 1.000132578,
3102.314460606, 0.999782610,
3102.334892496, 1.000149251,
3102.355324387, 1.000038596,
3102.375756276, 0.999846215,
3102.396188166, 0.999837769,
3102.416620155, 1.000028833,
3102.437051944, 0.999827190,
3102.457483933, 0.999716443,
3102.477915821, 0.999888957,
3102.498347610, 0.999927759,
3102.518779597, 1.000436895,
3102.539211485, 1.000296183,
3102.559643272, 0.999934137,
3102.580075259, 1.000507675,
3102.600507145, 0.999886348,
3102.620938931, 1.000077730,
3102.641370917, 1.000387752,
3102.661802803, 1.000221537,
3102.682234588, 1.000094342,
3102.702666573, 1.000084141,
3102.723098358, 0.999922541,
3102.743530243, 1.000200023,
3102.763962227, 1.000016706,
3102.784394111, 0.999751258,
3102.804825894, 1.000099050,
3102.845689760, 1.000253467,
3102.866121543, 1.000183499,
3102.886553525, 1.000474653,
3102.906985407, 1.000192760,
3102.927417189, 1.000113826,
3102.947849170, 1.000184612,
3102.968281052, 1.000071232,
3102.988713033, 1.000163247,
3103.009144813, 1.000328646,
3103.029576693, 1.000416314,
3103.050008673, 1.000483978,
3103.090872332, 1.000070790,
3103.111304311, 1.000250548,
3103.131736090, 1.000126666,
3103.152167968, 1.000416392,
3103.172599946, 0.999774580,
3103.193031724, 1.000336108,
3103.213463602, 1.000220556,
3103.233895579, 1.000218800,
3103.254327456, 1.000177543,
3103.274759233, 1.000046219,
3103.295191209, 1.000233936,
3103.315623085, 1.000197684,
3103.336054861, 0.999999920,
3103.356486837, 1.000436802,
3103.376918712, 1.000257025,
3103.397350487, 1.000250731,
3103.417782461, 1.000416166,
3103.438214236, 1.000225575,
3103.458646110, 1.000484622,
3103.479078083, 1.000188602,
3103.499509857, 1.000406036,
3103.519941830, 1.000333145,
3103.540373703, 1.000668809,
3103.581237448, 1.000444486,
3103.601669320, 1.001017162,
3103.622101191, 1.000503478,
3103.642533063, 1.000347486,
3103.662964934, 1.000529174,
3103.683396805, 1.000426966,
3103.703828675, 1.000406572,
3103.724260545, 1.000405785,
3103.744692415, 1.000436220,
3103.765124285, 0.999974787,
3103.785556154, 1.000407478,
3103.805988023, 1.000330055,
3103.826419992, 1.000683976,
3103.846851760, 1.000604011,
3103.867283629, 1.000373706,
3103.887715597, 1.000665277,
3103.908147364, 1.000588380,
3103.928579231, 1.000518219,
3103.949011198, 1.000382548,
3103.969442965, 1.000725337,
3103.989874932, 1.000598334,
3104.010306798, 1.000580811,
3104.030738564, 1.000865665,
3104.071602394, 1.000512046,
3104.092034260, 1.000687439,
3104.112466124, 1.000530162,
3104.132897989, 1.000629763,
3104.153329753, 1.000469724,
3104.173761717, 1.000600805,
3104.194193580, 1.000610225,
3104.214625343, 1.001074264,
3104.235057306, 1.000744542,
3104.255489169, 1.000757700,
3104.275920932, 1.000669899,
3104.296352894, 1.000872486,
3104.316784755, 1.000890678,
3104.357648478, 1.000843698,
3104.378080339, 1.000808824,
3104.398512100, 1.000717522,
3104.418944060, 1.000550036,
3104.439375921, 1.000859498,
3104.459807780, 1.000890184,
3104.480239640, 1.000812560,
3104.500671499, 1.000927738,
3104.521103458, 1.000780489,
3104.561967075, 1.000991851,
3104.582399034, 1.001168105,
3104.602830791, 1.000823096,
3104.623262649, 1.001045270,
3104.643694606, 1.001088582,
3104.664126463, 1.001084241,
3104.684558220, 1.000989020,
3104.704990176, 1.000983874,
3104.725422033, 1.000809453,
3104.745853788, 1.001214381,
3104.766285744, 1.000914672,
3104.786717599, 1.000879007,
3104.807149354, 1.000959988,
3104.827581309, 1.001170956,
3104.848013164, 1.001293510,
3104.868444918, 1.001116681,
3104.888876872, 1.001129874,
3104.909308725, 1.000987598,
3104.929740479, 1.000853685,
3104.950172432, 1.000943024,
3104.970604185, 1.000872167,
3104.991036137, 1.001135653,
3105.011467989, 1.000928314,
3105.052331693, 1.001332811,
3105.072763544, 1.001117933,
3105.093195396, 1.001418445,
3105.113627246, 1.001110350,
3105.134059097, 1.001332214,
3105.154490947, 1.001120805,
3105.174922897, 1.001115264,
3105.195354647, 1.000992802,
3105.215786496, 1.001198396,
3105.236218446, 1.001078251,
3105.256650194, 1.001134252,
3105.277082043, 1.001016058,
3105.297513992, 1.000997833,
3105.317945739, 1.001349325,
3105.338377587, 1.001219402,
3105.358809535, 1.001145718,
3105.379241282, 1.001032536,
3105.420105076, 1.001312609,
3105.440536822, 1.000916715,
3105.460968768, 1.001142294,
3105.481400614, 1.001110987,
3105.501832460, 1.001197496,
3105.542696150, 1.001119566,
3105.563127995, 1.001514018,
3105.583559840, 1.001309726,
3105.603991684, 1.001259795,
3105.624423528, 1.001217215,
3105.644855371, 1.000928991,
3105.665287215, 1.001299393,
3105.685718958, 1.001056417,
3105.706150901, 1.001000412,
3105.726582743, 1.001298873,
3105.747014486, 1.001099773,
3105.767446428, 1.001255269,
3105.787878269, 1.001415524,
3105.808310011, 1.001531660,
3105.828741952, 1.001352742,
3105.849173793, 1.001396569,
3105.869605634, 1.001703210,
3105.890037474, 1.001375589,
3105.910469314, 1.001439217,
3105.930901254, 1.001412197,
3105.951332994, 1.001604259,
3105.971764833, 1.001373818,
3105.992196772, 1.001298938,
3106.033060350, 1.001590126,
3106.053492288, 1.001758653,
3106.073924126, 1.001577737,
3106.094355864, 1.001593705,
3106.114787801, 1.001694059,
3106.135219638, 1.001560514,
3106.155651375, 1.001590014,
3106.176083312, 1.001575497,
3106.196515148, 1.001619979,
3106.216946884, 1.001594076,
3106.237378820, 1.001877201,
3106.257810656, 1.001905346,
3106.278242391, 1.002067019,
3106.298674326, 1.001997935,
3106.319106161, 1.001597063,
3106.339537995, 1.001481350,
3106.359969830, 1.001730500,
3106.380401664, 1.001328861,
3106.400833497, 1.001383809,
3106.421265331, 1.001948979,
3106.441697164, 1.001567584,
3106.462128997, 1.001665988,
3106.482560830, 1.002349820,
3106.523424594, 1.001766105,
3106.543856326, 1.001871228,
3106.564288158, 1.002295497,
3106.584720089, 1.001966636,
3106.605151820, 1.001734250,
3106.625583651, 1.001488090,
3106.646015581, 1.001887930,
3106.666447312, 1.001807735,
3106.686879142, 1.001946963,
3106.707311071, 1.001808578,
3106.727742801, 1.002017396,
3106.748174630, 1.001942195,
3106.768606559, 1.002061152,
3106.789038288, 1.002129740,
3106.809470116, 1.002074768,
3106.829902044, 1.001856948,
3106.850333872, 1.001653028,
3106.870765700, 1.001914087,
3106.891197527, 1.001999158,
3106.911629354, 1.001708058,
3106.932061181, 1.002058065,
3106.952493008, 1.002053678,
3106.972924834, 1.001952292,
3107.013788486, 1.001942613,
3107.034220312, 1.001976465,
3107.054652137, 1.002198370,
3107.075083962, 1.002027107,
3107.095515787, 1.002214114,
3107.115947612, 1.002037337,
3107.136379436, 1.002032566,
3107.156811260, 1.001963554,
3107.177243084, 1.002030425,
3107.197674907, 1.002004673,
3107.218106730, 1.002086701,
3107.238538553, 1.002207141,
3107.258970376, 1.002059377,
3107.279402199, 1.002193192,
3107.299834021, 1.001921520,
3107.320265843, 1.002109539,
3107.340697764, 1.002358701,
3107.361129586, 1.001995252,
3107.381561307, 1.001943239,
3107.401993228, 1.001998715,
3107.422425049, 1.002510747,
3107.442856769, 1.002513727,
3107.463288689, 1.003123893,
3107.504152229, 1.002175474,
3107.524584149, 1.002377710,
3107.545015968, 1.002129603,
3107.565447686, 1.002147499,
3107.585879605, 1.002243125,
3107.606311423, 1.002147479,
3107.626743142, 1.002136485,
3107.647175059, 1.002337239,
3107.667606877, 1.002131063,
3107.688038695, 1.002012585,
3107.708470512, 1.002146031,
3107.728902329, 1.002358176,
3107.749334245, 1.002338173,
3107.769765962, 1.002213694,
3107.790197778, 1.002088038,
3107.810629593, 1.002378430,
3107.831061409, 1.002374676,
3107.851493225, 1.002056252,
3107.871925140, 1.002427048,
3107.892356854, 1.002486514,
3107.912788669, 1.002243002,
3107.933220584, 1.001957332,
3107.953652298, 1.002118922,
3107.994516025, 1.002245673,
3108.014947738, 1.001956566,
3108.035379552, 1.002297689,
3108.055811464, 1.002364812,
3108.076243177, 1.002475428,
3108.096674989, 1.002519910,
3108.117106901, 1.002792661,
3108.137538613, 1.002363741,
3108.157970425, 1.002799614,
3108.178402336, 1.002466894,
3108.198834147, 1.002491325,
3108.239697769, 1.002629465,
3108.260129579, 1.002585418,
3108.280561390, 1.002549795,
3108.300993199, 1.002593446,
3108.321425009, 1.002624325,
3108.341856918, 1.002672711,
3108.362288627, 1.002784233,
3108.382720437, 1.002749506,
3108.403152345, 1.002693957,
3108.423584054, 1.002764014,
3108.444015862, 1.003100754,
3108.464447770, 1.003340326,
3108.484879477, 1.005070480,
3108.505311285, 1.002833030,
3108.525743192, 1.002635005,
3108.546174899, 1.002816889,
3108.566606706, 1.002716136,
3108.587038512, 1.002941176,
3108.607470318, 1.003063358,
3108.627902224, 1.002523018,
3108.648333930, 1.002980843,
3108.668765735, 1.002676873,
3108.689197641, 1.002845637,
3108.730061150, 1.002781371,
3108.750493055, 1.002749900,
3108.770924859, 1.002711913,
3108.791356563, 1.002871975,
3108.811788467, 1.002918439,
3108.832220270, 1.003083982,
3108.852651974, 1.002703709,
3108.873083877, 1.002917453,
3108.893515679, 1.002842162,
3108.913947382, 1.002875302,
3108.934379284, 1.003072616,
3108.954811087, 1.002780517,
3108.975242788, 1.002608221,
3108.995674690, 1.002967121,
3109.016106491, 1.003161405,
3109.036538392, 1.002994628,
3109.056970093, 1.002928836,
3109.077401894, 1.002978321,
3109.097833794, 1.002780403,
3109.118265495, 1.003204068,
3109.138697294, 1.002782491,
3109.159129194, 1.003124814,
3109.179560994, 1.003171710,
3109.220424592, 1.002891541,
3109.240856391, 1.002928158,
3109.261288089, 1.003046447,
3109.281719987, 1.002904454,
3109.302151685, 1.003142656,
3109.322583483, 1.003012241,
3109.343015381, 1.002863381,
3109.363447078, 1.003243014,
3109.383878875, 1.003139272,
3109.404310772, 1.003002081,
3109.424742469, 1.003199150,
3109.445174365, 1.003061737,
3109.465606161, 1.003111353,
3109.486037857, 1.002720899,
3109.506469753, 1.002872310,
3109.526901548, 1.003606949,
3109.547333343, 1.002903067,
3109.567765138, 1.003102146,
3109.588196933, 1.002983475,
3109.608628727, 1.003221597,
3109.629060522, 1.003984543,
3109.649492316, 1.003208020,
3109.669924109, 1.003081180,
3109.710787696, 1.003401639,
3109.731219489, 1.003458111,
3109.751651382, 1.003159467,
3109.772083075, 1.003365647,
3109.792514867, 1.003343376,
3109.812946760, 1.003150945,
3109.833378451, 1.003580182,
3109.853810343, 1.003444422,
3109.874242135, 1.003675334,
3109.894673826, 1.003431682,
3109.915105717, 1.003363952,
3109.976401088, 1.003538201,
3109.996832879, 1.003608600,
3110.017264668, 1.003277503,
3110.037696458, 1.003578782,
3110.058128247, 1.003701853,
3110.078559937, 1.003538914,
3110.098991825, 1.003343502,
3110.119423614, 1.003468143,
3110.139855303, 1.003647007,
3110.160287191, 1.003718484,
3110.180718979, 1.003483998,
3110.201150667, 1.003394058,
3110.221582554, 1.003790447,
3110.242014342, 1.003805007,
3110.262446229, 1.003544676,
3110.282877916, 1.003462520,
3110.303309702, 1.003300719,
3110.323741589, 1.003598100,
3110.344173275, 1.003791621,
3110.364605061, 1.003716012,
3110.385036947, 1.003635033,
3110.405468632, 1.003768118,
3110.446332303, 1.004106260,
3110.466763988, 1.003476275,
3110.487195772, 1.003722831,
3110.507627657, 1.003941958,
3110.528059441, 1.003965349,
3110.548491125, 1.003496202,
3110.568923008, 1.003741837,
3110.589354792, 1.003934963,
3110.609786475, 1.003669467,
3110.630218358, 1.003590434,
3110.650650141, 1.003802594,
3110.671081923, 1.003662881,
3110.691513706, 1.003889573,
3110.711945488, 1.003668953,
3110.732377270, 1.003573637,
3110.752809052, 1.003659069,
3110.773240833, 1.003833707,
3110.793672614, 1.004039731,
3110.814104396, 1.004055028,
3110.834536076, 1.003943488,
3110.854967957, 1.003766525,
3110.875399737, 1.003598896,
3110.895831518, 1.003740389,
3110.936695077, 1.003765476,
3110.957126857, 1.004098487,
3110.977558636, 1.003727542,
3110.997990415, 1.004044368,
3111.018422194, 1.003949841,
3111.038853972, 1.003994176,
3111.059285751, 1.003486959,
3111.079717629, 1.003696796,
3111.100149407, 1.004012421,
3111.120581085, 1.004119915,
3111.141012962, 1.003964503,
3111.161444739, 1.003895970,
3111.181876416, 1.003868368,
3111.202308293, 1.004063392,
3111.222740070, 1.003821409,
3111.243171746, 1.003762592,
3111.263603623, 1.003949826,
3111.284035399, 1.004011388,
3111.304467074, 1.004094703,
3111.324898950, 1.003807041,
3111.345330725, 1.003701919,
3111.365762500, 1.004042898,
3111.386194275, 1.004002572,
3111.406626050, 1.003837061,
3111.427057824, 1.003908410,
3111.447489599, 1.004113501,
3111.467921373, 1.004155615,
3111.488353147, 1.003955596,
3111.508784920, 1.003941038,
3111.529216693, 1.004202126,
3111.549648467, 1.003952013,
3111.570080240, 1.004231142,
3111.590512012, 1.004007830,
3111.610943885, 1.004171083,
3111.631375557, 1.004048426,
3111.672239201, 1.004404747,
3111.692670873, 1.004193512,
3111.713102644, 1.003778829,
3111.733534516, 1.003950902,
3111.753966187, 1.004145296,
3111.774397958, 1.004083408,
3111.794829828, 1.004430662,
3111.815261499, 1.004228558,
3111.835693269, 1.004038941,
3111.856125139, 1.004408228,
3111.876556808, 1.004110222,
3111.917420447, 1.004540591,
3111.937852217, 1.004599507,
3111.958283985, 1.004096196,
3111.978715754, 1.004221217,
3111.999147523, 1.004220245,
3112.019579291, 1.004283992,
3112.040011059, 1.004357034,
3112.060442827, 1.004287374,
3112.080874695, 1.004499595,
3112.101306362, 1.004315629,
3112.121738129, 1.004616839,
3112.142169996, 1.004489761,
3112.162601663, 1.004730989,
3112.183033430, 1.004536596,
3112.203465196, 1.004815686,
3112.223896962, 1.004451156,
3112.244328728, 1.004468378,
3112.264760494, 1.004737254,
3112.285192260, 1.004762601,
3112.305624125, 1.004676842,
3112.326055790, 1.004648910,
3112.346487555, 1.004686936,
3112.366919420, 1.004550560,
3112.407782849, 1.004483190,
3112.428214713, 1.004821154,
3112.448646477, 1.004910148,
3112.469078141, 1.004717357,
3112.489510004, 1.004650896,
3112.509941768, 1.004633548,
3112.530373431, 1.004744160,
3112.550805294, 1.004547448,
3112.571237056, 1.004651368,
3112.591668719, 1.004660168,
3112.612100581, 1.004390982,
3112.632532343, 1.005088424,
3112.652964005, 1.004860763,
3112.673395867, 1.004636143,
3112.693827628, 1.004573750,
3112.714259489, 1.004617754,
3112.734691151, 1.004598505,
3112.755122911, 1.004869287,
3112.775554772, 1.004812699,
3112.795986433, 1.004995505,
3112.816418193, 1.004962468,
3112.836850053, 1.004882815,
3112.857281713, 1.004992908,
3112.898145332, 1.004846521,
3112.918576991, 1.004932839,
3112.939008750, 1.004717364,
3112.959440609, 1.004862040,
3112.979872268, 1.004954794,
3113.000304026, 1.004730485,
3113.020735884, 1.005144688,
3113.041167542, 1.004918440,
3113.061599400, 1.004778835,
3113.082031158, 1.005117979,
3113.102462815, 1.005412325,
3113.122894672, 1.004908665,
3113.143326430, 1.004723421,
3113.163758086, 1.004758723,
3113.184189943, 1.005254648,
3113.204621699, 1.004778623,
3113.225053356, 1.004948096,
3113.245485212, 1.004848674,
3113.265916968, 1.005095244,
3113.286348723, 1.005063026,
3113.306780479, 1.005119557,
3113.327212234, 1.005546996,
3113.347643989, 1.005278558,
3113.368075744, 1.005007142,
3113.388507499, 1.005251317,
3113.408939253, 1.004990904,
3113.429371108, 1.005067126,
3113.449802762, 1.005373065,
3113.470234616, 1.005154873,
3113.490666369, 1.005251450,
3113.511098023, 1.005136145,
3113.531529876, 1.005097693,
3113.551961629, 1.005234975,
3113.572393282, 1.005173753,
3113.592825135, 1.005493636,
3113.633688540, 1.005098375,
3113.654120392, 1.004973166,
3113.674552044, 1.005108453,
3113.694983795, 1.005379402,
3113.715415647, 1.005341959,
3113.735847298, 1.005117640,
3113.756279050, 1.005299663,
3113.776710901, 1.005656971,
3113.797142651, 1.005482779,
3113.817574302, 1.005107185,
3113.838006152, 1.005326566,
3113.899301402, 1.005311667,
3113.919733152, 1.005815401,
3113.940165002, 1.005419012,
3113.960596651, 1.005208760,
3113.981028400, 1.005545819,
3114.001460249, 1.005347717,
3114.021891897, 1.005591786,
3114.042323646, 1.005513103,
3114.062755494, 1.005640037,
3114.083187142, 1.005475006,
3114.103618890, 1.005688084,
3114.124050738, 1.005316555,
3114.144482385, 1.005596956,
3114.164914133, 1.005557992,
3114.185345980, 1.005462369,
3114.205777627, 1.005591475,
3114.226209474, 1.006014845,
3114.246641220, 1.005733894,
3114.267072967, 1.005644400,
3114.287504713, 1.005338186,
3114.307936459, 1.005700709,
3114.328368205, 1.005604200,
3114.369231696, 1.005559885,
3114.389663442, 1.005305764,
