BJD - 2454833, Corrected Flux
3114.410095187, 1.005256502,
3114.430526932, 1.005464249,
3114.450958576, 1.005323205,
3114.471390421, 1.005215428,
3114.491822165, 1.005764123,
3114.512253809, 1.005562595,
3114.532685654, 1.005726963,
3114.553117397, 1.005478363,
3114.573549041, 1.005346149,
3114.593980884, 1.005648520,
3114.614412628, 1.005909967,
3114.634844471, 1.005873426,
3114.655276114, 1.005568650,
3114.675707856, 1.005881681,
3114.696139699, 1.005569036,
3114.716571341, 1.005987613,
3114.737003083, 1.005783609,
3114.757434925, 1.005856088,
3114.777866667, 1.005728581,
3114.798298309, 1.005951571,
3114.818730150, 1.005426165,
3114.839161891, 1.005829962,
3114.859593532, 1.005672417,
3114.880025374, 1.006066591,
3114.900457114, 1.005694689,
3114.920888755, 1.005983978,
3114.941320595, 1.005807865,
3114.961752335, 1.005984670,
3114.982184175, 1.005927929,
3115.002615815, 1.005904740,
3115.023047555, 1.005751118,
3115.043479394, 1.005934688,
3115.063911033, 1.006032402,
3115.084342672, 1.006003958,
3115.104774511, 1.006031040,
3115.125206250, 1.005993969,
3115.145637989, 1.006316856,
3115.166069727, 1.006039312,
3115.186501465, 1.005888443,
3115.206933203, 1.005898045,
3115.227364941, 1.006299471,
3115.247796679, 1.006202008,
3115.268228416, 1.006193879,
3115.288660253, 1.005954323,
3115.309091891, 1.006319452,
3115.329523627, 1.006123198,
3115.349955464, 1.006061825,
3115.370387101, 1.006070009,
3115.390818937, 1.006464080,
3115.411250674, 1.006190718,
3115.431682310, 1.006152317,
3115.452114146, 1.006158745,
3115.472545881, 1.006227222,
3115.492977517, 1.006467868,
3115.513409352, 1.006410677,
3115.533841087, 1.006209726,
3115.554272722, 1.006350801,
3115.595136292, 1.006277367,
3115.615568026, 1.006166316,
3115.635999761, 1.006148959,
3115.656431495, 1.006439567,
3115.676863229, 1.006360832,
3115.697294963, 1.006108011,
3115.717726696, 1.006173622,
3115.738158530, 1.007357359,
3115.758590263, 1.006305901,
3115.779021896, 1.006279707,
3115.799453729, 1.006301719,
3115.840317094, 1.006580841,
3115.860748927, 1.006352973,
3115.881180559, 1.006555858,
3115.901612291, 1.006873315,
3115.922044123, 1.006483498,
3115.942475755, 1.006785363,
3115.962907486, 1.006699887,
3115.983339318, 1.006682137,
3116.003770949, 1.006473503,
3116.024202680, 1.006890783,
3116.044634511, 1.006920217,
3116.085497872, 1.006496249,
3116.105929703, 1.006675810,
3116.126361433, 1.006389206,
3116.146793163, 1.006785009,
3116.167224893, 1.006280159,
3116.187656622, 1.005506980,
3116.208088352, 1.005408596,
3116.228520081, 1.005319788,
3116.248951811, 1.005318434,
3116.269383640, 1.005157800,
3116.289815269, 1.005282292,
3116.310246997, 1.005478648,
3116.330678826, 1.005523377,
3116.351110454, 1.006417934,
3116.371542182, 1.007160769,
3116.391974010, 1.006731901,
3116.412405638, 1.006990752,
3116.432837366, 1.006863832,
3116.453269193, 1.006674417,
3116.473700821, 1.006728540,
3116.514564375, 1.006691004,
3116.534996002, 1.006603395,
3116.555427829, 1.006775642,
3116.575859455, 1.007101386,
3116.596291181, 1.006959833,
3116.616723008, 1.006743447,
3116.637154634, 1.007126860,
3116.657586360, 1.006918304,
3116.678018185, 1.007104583,
3116.698449911, 1.006787780,
3116.718881536, 1.006808471,
3116.739313362, 1.007013222,
3116.759745087, 1.006967688,
3116.780176711, 1.006906957,
3116.821040261, 1.007370017,
3116.841472085, 1.007135239,
3116.861903710, 1.007211456,
3116.882335434, 1.007010180,
3116.902767258, 1.006991390,
3116.923198881, 1.007305804,
3116.943630605, 1.007199822,
3116.964062428, 1.007147853,
3116.984494052, 1.007132029,
3117.004925775, 1.007192642,
3117.025357598, 1.007221121,
3117.045789221, 1.006987661,
3117.066220943, 1.007046225,
3117.086652766, 1.006950567,
3117.107084488, 1.007196875,
3117.127516110, 1.007311658,
3117.147947932, 1.007247112,
3117.168379654, 1.007369622,
3117.188811376, 1.006973089,
3117.209243098, 1.007282600,
3117.229674819, 1.007202546,
3117.250106540, 1.007394758,
3117.270538261, 1.007327562,
3117.290969982, 1.007237808,
3117.311401703, 1.007354662,
3117.331833424, 1.007047593,
3117.352265044, 1.007095578,
3117.393128584, 1.007278394,
3117.413560205, 1.006992883,
3117.433992024, 1.007240138,
3117.454423744, 1.006915998,
3117.474855363, 1.007150593,
3117.495287183, 1.007518644,
3117.536150721, 1.007311226,
3117.577014059, 1.007359319,
3117.597445877, 1.007276828,
3117.617877496, 1.007703996,
3117.638309214, 1.007481545,
3117.658741032, 1.007478014,
3117.679172750, 1.007368721,
3117.699604368, 1.007543689,
3117.720036186, 1.007740334,
3117.740467903, 1.007510610,
3117.760899521, 1.007498017,
3117.822194672, 1.007621456,
3117.842626488, 1.007062106,
3117.863058205, 1.007614759,
3117.883490022, 1.007527465,
3117.903921638, 1.007610092,
3117.924353354, 1.007557057,
3117.944785070, 1.014450534,
3117.965216786, 1.007711608,
3117.985648401, 1.007589262,
3118.006080217, 1.007756204,
3118.046943648, 1.008112553,
3118.067375363, 1.007956942,
3118.108238792, 1.008006936,
3118.128670507, 1.008054995,
3118.149102222, 1.007934553,
3118.169533936, 1.008204675,
3118.189965750, 1.008184000,
3118.210397364, 1.008031019,
3118.230829178, 1.008236923,
3118.251260892, 1.008085952,
3118.271692506, 1.008246527,
3118.292124319, 1.008021794,
3118.312556032, 1.008002449,
3118.353419459, 1.008176658,
3118.373851171, 1.008318707,
3118.394282784, 1.008300105,
3118.414714597, 1.008078530,
3118.435146309, 1.008451072,
3118.476009734, 1.008042965,
3118.496441446, 1.008189790,
3118.516873158, 1.008324356,
3118.537304869, 1.008331239,
3118.557736581, 1.008195210,
3118.578168392, 1.008512425,
3118.619031715, 1.008488016,
3118.659895237, 1.008230270,
3118.680326847, 1.008599716,
3118.700758658, 1.008383929,
3118.721190268, 1.008760945,
3118.741621979, 1.008386956,
3118.782485399, 1.008075798,
3118.802917109, 1.008218302,
3118.823348918, 1.008575740,
3118.843780528, 1.008432144,
3118.864212237, 1.008406909,
3118.884644047, 1.008334535,
3118.905075656, 1.008269801,
3118.925507465, 1.008681374,
3118.945939174, 1.008727991,
3118.966370783, 1.008466049,
3118.986802591, 1.008903423,
3119.007234300, 1.008353608,
3119.027666008, 1.008364589,
3119.048097716, 1.008146935,
3119.068529424, 1.008658700,
3119.088961132, 1.008698625,
3119.109392840, 1.008614094,
3119.129824547, 1.008287838,
3119.150256255, 1.008401216,
3119.170688062, 1.008505236,
3119.191119669, 1.008852716,
3119.211551376, 1.008608011,
3119.231983183, 1.008643465,
3119.252414790, 1.008563743,
3119.272846597, 1.008738605,
3119.293278303, 1.008504217,
3119.313709910, 1.008794946,
3119.334141716, 1.008579702,
3119.354573422, 1.008841516,
3119.375005028, 1.008827596,
3119.395436834, 1.008561399,
3119.415868540, 1.008862492,
3119.436300145, 1.008455439,
3119.456731951, 1.009018237,
3119.477163556, 1.008754133,
3119.497595261, 1.008775170,
3119.518027066, 1.008657753,
3119.538458771, 1.008896897,
3119.558890476, 1.009191915,
3119.579322180, 1.008714729,
3119.599753885, 1.008791792,
3119.620185589, 1.008810150,
3119.640617293, 1.008810611,
3119.661048997, 1.009031609,
3119.681480802, 1.008736100,
3119.701912405, 1.008830176,
3119.722344109, 1.009106813,
3119.783639219, 1.008866975,
3119.804071022, 1.009009338,
3119.824502626, 1.008825751,
3119.844934328, 1.008804065,
3119.865366131, 1.008944677,
3119.885797734, 1.008878477,
3119.906229536, 1.009139032,
3119.926661239, 1.008939882,
3119.947092841, 1.009001428,
3119.967524643, 1.009031236,
3120.008388047, 1.009261787,
3120.028819749, 1.009429829,
3120.049251450, 1.008957455,
3120.069683152, 1.009593597,
3120.090114853, 1.009282526,
3120.110546554, 1.009180827,
3120.130978255, 1.009326522,
3120.151409956, 1.009180573,
3120.171841657, 1.009486743,
3120.192273258, 1.009434387,
3120.212705058, 1.009397556,
3120.233136759, 1.009421325,
3120.253568559, 1.009254064,
3120.274000159, 1.009396595,
3120.294431859, 1.009467271,
3120.335295259, 1.009373497,
3120.355726959, 1.009429248,
3120.376158758, 1.009528280,
3120.396590358, 1.009604715,
3120.417022057, 1.009489246,
3120.437453856, 1.009715606,
3120.457885455, 1.009550075,
3120.478317154, 1.009499358,
3120.498748953, 1.009812274,
3120.519180652, 1.009723075,
3120.539612350, 1.009517538,
3120.560044049, 1.009853527,
3120.580475747, 1.009715590,
3120.600907445, 1.009781449,
3120.621339143, 1.009633834,
3120.641770841, 1.009695097,
3120.662202639, 1.009583357,
3120.682634237, 1.009748707,
3120.703065934, 1.009781862,
3120.723497732, 1.009836976,
3120.743929329, 1.009735383,
3120.764361026, 1.009717087,
3120.784792824, 1.009697448,
3120.805224421, 1.009481577,
3120.825656117, 1.009329953,
3120.846087814, 1.009522389,
3120.866519511, 1.009605366,
3120.886951307, 1.009903965,
3120.907382904, 1.009931745,
3120.927814600, 1.009767250,
3120.968677992, 1.009902057,
3120.989109688, 1.009616155,
3121.009541483, 1.010011414,
3121.029973179, 1.009766686,
3121.050404775, 1.009918304,
3121.070836570, 1.009893615,
3121.091268265, 1.010165127,
3121.111699861, 1.009782781,
3121.132131656, 1.010483548,
3121.152563351, 1.009982644,
3121.172995045, 1.010031693,
3121.193426740, 1.009978178,
3121.213858435, 1.010073519,
3121.234290229, 1.010151332,
3121.254721823, 1.010276148,
3121.275153518, 1.010127930,
3121.295585312, 1.010176902,
3121.336448600, 1.010169700,
3121.356880393, 1.010197914,
3121.377311987, 1.010390225,
3121.397743681, 1.010192494,
3121.418175474, 1.010099373,
3121.438607067, 1.010269667,
3121.459038760, 1.010107756,
3121.479470554, 1.010194118,
3121.499902246, 1.010382868,
3121.520333939, 1.010290823,
3121.540765632, 1.010908136,
3121.561197225, 1.010267911,
3121.581629017, 1.010621947,
3121.602060710, 1.010397694,
3121.622492302, 1.010360103,
3121.642924094, 1.010089614,
3121.663355786, 1.010473261,
3121.683787378, 1.010408340,
3121.724650862, 1.010188172,
3121.745082453, 1.010252457,
3121.785945936, 1.010213276,
3121.806377727, 1.010659290,
3121.826809318, 1.010435095,
3121.847241009, 1.010431299,
3121.867672800, 1.010349689,
3121.888104391, 1.010637057,
3121.908536082, 1.010275340,
3121.928967872, 1.010582833,
3121.949399463, 1.010525316,
3121.969831153, 1.010392330,
3121.990262944, 1.010565985,
3122.010694534, 1.010580254,
3122.031126224, 1.010522665,
3122.051558014, 1.010716664,
3122.071989704, 1.010482503,
3122.092421393, 1.010861870,
3122.133284772, 1.010856992,
3122.153716562, 1.011042774,
3122.174148151, 1.010815350,
3122.194579840, 1.010792634,
3122.215011529, 1.011094246,
3122.235443218, 1.010597135,
3122.255874907, 1.010945346,
3122.276306596, 1.010695033,
3122.296738285, 1.011028552,
3122.317169973, 1.010915766,
3122.337601662, 1.010970858,
3122.358033350, 1.010466901,
3122.378465138, 1.011107773,
3122.398896726, 1.010909988,
3122.419328414, 1.011036296,
3122.439760202, 1.010863410,
3122.460191790, 1.010974836,
3122.480623478, 1.010806813,
3122.501055265, 1.011078450,
3122.521486953, 1.011144171,
3122.541918540, 1.011182404,
3122.562350328, 1.011062396,
3122.603213602, 1.011095313,
3122.623645389, 1.011005663,
3122.644077076, 1.011033153,
3122.664508662, 1.011139844,
3122.684940449, 1.011129305,
3122.725803922, 1.011050899,
3122.746235509, 1.011184714,
3122.766667195, 1.011315320,
3122.787098981, 1.010966400,
3122.807530567, 1.011210398,
3122.827962253, 1.010955251,
3122.848394039, 1.011261617,
3122.868825625, 1.011197932,
3122.889257310, 1.011183788,
3122.909689096, 1.011191881,
3122.930120681, 1.011473217,
3122.970984052, 1.011155128,
3122.991415737, 1.011363684,
3123.011847522, 1.011661350,
3123.032279107, 1.011766298,
3123.052710792, 1.011250861,
3123.073142577, 1.011593585,
3123.093574261, 1.011235959,
3123.114005846, 1.011439836,
3123.134437630, 1.012040722,
3123.154869315, 1.011536945,
3123.175300899, 1.011461685,
3123.195732683, 1.011607126,
3123.236595951, 1.011451107,
3123.257027735, 1.011560249,
3123.277459419, 1.011565231,
3123.297891203, 1.011461401,
3123.318322786, 1.011665656,
3123.338754470, 1.011185074,
3123.359186253, 1.011582104,
3123.379617836, 1.011400428,
3123.400049520, 1.011699807,
3123.420481303, 1.011692800,
3123.440912886, 1.011683056,
3123.461344569, 1.011581137,
3123.481776352, 1.011502368,
3123.502208034, 1.011606649,
3123.522639617, 1.011920608,
3123.543071400, 1.011647038,
3123.563503082, 1.011696790,
3123.583934764, 1.011495555,
3123.604366447, 1.011933928,
3123.624798129, 1.011616928,
3123.645229811, 1.011963631,
3123.686093175, 1.011960741,
3123.706524857, 1.011830614,
3123.726956538, 1.011922615,
3123.747388120, 1.011572677,
3123.767819902, 1.011818842,
3123.788251583, 1.011557625,
3123.808683164, 1.011828185,
3123.829114946, 1.011694895,
3123.849546627, 1.011576039,
3123.869978408, 1.011692281,
3123.890409989, 1.012039333,
3123.910841670, 1.011996639,
3123.931273451, 1.012005719,
3123.951705031, 1.011989220,
3123.972136712, 1.011936097,
3123.992568493, 1.012069480,
3124.013000073, 1.011792909,
3124.033431753, 1.012103107,
3124.053863534, 1.011961630,
3124.074295214, 1.012028470,
3124.094726794, 1.012176011,
3124.115158574, 1.011969464,
3124.135590254, 1.012137235,
3124.156021934, 1.012260027,
3124.176453613, 1.011998401,
3124.258180332, 1.011991307,
3124.278612111, 1.012049492,
3124.299043690, 1.012153154,
3124.319475369, 1.012199502,
3124.339907048, 1.012505066,
3124.360338727, 1.012162205,
3124.380770406, 1.011985178,
3124.401202085, 1.012392137,
3124.421633764, 1.012486352,
3124.442065542, 1.011997242,
3124.462497121, 1.012456101,
3124.482928799, 1.012221286,
3124.503360578, 1.012224420,
3124.523792156, 1.012502261,
3124.544223834, 1.012329816,
3124.564655612, 1.012292090,
3124.585087291, 1.012397811,
3124.605518869, 1.012424044,
3124.625950646, 1.012194034,
3124.646382324, 1.012434175,
3124.666813902, 1.012344747,
3124.687245680, 1.012354883,
3124.707677357, 1.012537403,
3124.728109135, 1.012473222,
3124.748540712, 1.012614503,
3124.768972389, 1.012417810,
3124.789404167, 1.012750952,
3124.809835744, 1.012396718,
3124.830267421, 1.012269258,
3124.850699198, 1.012520729,
3124.871130775, 1.012566606,
3124.891562452, 1.012328387,
3124.911994228, 1.012676011,
3124.932425805, 1.012720476,
3124.952857482, 1.012473138,
3124.973289258, 1.012746308,
3124.993720835, 1.012734693,
3125.034584287, 1.012836427,
3125.055015963, 1.012581989,
3125.075447639, 1.018889883,
3125.095879315, 1.012379327,
3125.116310891, 1.012698197,
3125.157174343, 1.012731394,
3125.177605919, 1.012751578,
3125.198037695, 1.012637983,
3125.218469370, 1.012870957,
3125.238900946, 1.012868915,
3125.259332721, 1.012710355,
3125.279764396, 1.012726164,
3125.300196172, 1.012826466,
3125.320627747, 1.013115468,
3125.341059422, 1.012765325,
3125.361491197, 1.013041074,
3125.381922772, 1.013193096,
3125.402354447, 1.012837437,
3125.422786222, 1.013141618,
3125.443217797, 1.012929925,
3125.463649471, 1.012884734,
3125.484081246, 1.013145529,
3125.504512820, 1.012946374,
3125.524944595, 1.013041554,
3125.545376269, 1.012934546,
3125.565807944, 1.013144208,
3125.586239618, 1.013474205,
3125.606671292, 1.013203246,
3125.647534640, 1.013053916,
3125.667966314, 1.013228281,
3125.688397988, 1.013302743,
3125.708829762, 1.013108914,
3125.729261335, 1.013127448,
3125.749693009, 1.013095981,
3125.790556356, 1.013185547,
3125.810988130, 1.013459121,
3125.831419703, 1.013103149,
3125.851851376, 1.013313835,
3125.872283150, 1.013145436,
3125.892714723, 1.013202094,
3125.913146396, 1.013140660,
3125.933578169, 1.013278747,
3125.954009742, 1.013324707,
3125.974441415, 1.013263757,
3125.994873188, 1.013566166,
3126.015304760, 1.013201406,
3126.035736433, 1.013321616,
3126.056168206, 1.013445051,
3126.076599878, 1.013378570,
3126.097031551, 1.013577310,
3126.117463223, 1.013547372,
3126.137894896, 1.013679435,
3126.158326568, 1.013383353,
3126.178758240, 1.013566706,
3126.199189912, 1.013716718,
3126.219621684, 1.013463947,
3126.240053256, 1.013506870,
3126.260484928, 1.013471056,
3126.280916700, 1.013703363,
3126.301348272, 1.013610128,
3126.321779944, 1.013597369,
3126.342211715, 1.013405020,
3126.383075059, 1.013543129,
3126.403506730, 1.013833750,
3126.423938301, 1.013431018,
3126.444370073, 1.013761000,
3126.464801744, 1.013578288,
3126.485233315, 1.013430319,
3126.505665087, 1.013562197,
3126.526096658, 1.013749618,
3126.546528329, 1.013808379,
3126.566960100, 1.013657328,
3126.587391771, 1.013829069,
3126.607823441, 1.013807009,
3126.628255112, 1.013774301,
3126.648686783, 1.013763993,
3126.669118454, 1.013775909,
3126.689550124, 1.013819729,
3126.709981795, 1.013645266,
3126.730413465, 1.013986701,
3126.750845136, 1.013745695,
3126.771276806, 1.013973237,
3126.791708576, 1.014055827,
3126.812140147, 1.013958794,
3126.873435157, 1.013661796,
3126.893866927, 1.013887620,
3126.914298597, 1.014189155,
3126.934730167, 1.013902645,
3126.955161937, 1.014062242,
3126.975593607, 1.014025772,
3126.996025176, 1.013841675,
3127.016456946, 1.014120577,
3127.036888615, 1.014121381,
3127.057320285, 1.013888637,
3127.077751955, 1.014111362,
3127.098183624, 1.013948463,
3127.118615293, 1.013932388,
3127.139046963, 1.013854496,
3127.159478632, 1.013792900,
3127.179910301, 1.013907763,
3127.200341970, 1.013717694,
3127.220773639, 1.014128444,
3127.241205308, 1.013987705,
3127.282068646, 1.014232874,
3127.302500415, 1.014372344,
3127.322931984, 1.014139304,
3127.363795421, 1.014418365,
3127.404658759, 1.014431817,
3127.425090427, 1.014158331,
3127.445521996, 1.014478760,
3127.465953764, 1.014459396,
3127.486385432, 1.014363913,
3127.506817001, 1.014528865,
3127.527248769, 1.014396608,
3127.547680437, 1.014564616,
3127.568112005, 1.014613545,
3127.629407209, 1.014609685,
3127.649838777, 1.014727231,
3127.670270445, 1.014554304,
3127.690702213, 1.014385120,
3127.711133781, 1.015064548,
3127.731565449, 1.014722469,
3127.751997216, 1.014617526,
3127.772428884, 1.014553168,
3127.813292219, 1.014640485,
3127.833723887, 1.014479022,
3127.854155454, 1.019966547,
3127.874587222, 1.014443104,
3127.895018789, 1.014523110,
3127.915450556, 1.014706152,
3127.935882223, 1.014739528,
3127.956313791, 1.015250637,
3127.976745558, 1.014778288,
3127.997177225, 1.014644718,
3128.017608792, 1.014847013,
3128.038040559, 1.015060703,
3128.058472226, 1.014897489,
3128.078903793, 1.014977687,
3128.099335560, 1.015150985,
3128.119767227, 1.014970387,
3128.140198993, 1.014637912,
3128.160630560, 1.014889584,
3128.181062227, 1.015005665,
3128.201493993, 1.015070594,
3128.221925560, 1.015036087,
3128.242357226, 1.014941863,
3128.262788993, 1.015140624,
3128.283220660, 1.015355328,
3128.303652226, 1.014893175,
3128.344515659, 1.015087579,
3128.364947225, 1.014895618,
3128.385378991, 1.014998953,
3128.405810657, 1.014988518,
3128.426242423, 1.015040057,
3128.446673989, 1.014959958,
3128.467105656, 1.015118994,
3128.487537422, 1.015246096,
3128.507968988, 1.015207952,
3128.528400653, 1.015108870,
3128.548832319, 1.014919384,
3128.569263985, 1.015369341,
3128.589695651, 1.014960397,
3128.610127317, 1.015557635,
3128.630558982, 1.015197456,
3128.650990748, 1.015382948,
3128.671422314, 1.015224378,
3128.691853979, 1.015225168,
3128.712285745, 1.015175089,
3128.732717310, 1.015153462,
3128.753148976, 1.015320970,
3128.773580741, 1.015535722,
3128.794012407, 1.015309870,
3128.834875737, 1.015282234,
3128.855307403, 1.015068754,
3128.896170733, 1.015009680,
3128.916602398, 1.015375197,
3128.937034163, 1.015358257,
3128.957465728, 1.015173012,
3128.977897393, 1.015382543,
3128.998329158, 1.015289429,
3129.018760723, 1.015503713,
3129.039192388, 1.015151268,
3129.059624153, 1.015334145,
3129.080055718, 1.015282323,
3129.100487383, 1.015327859,
3129.120919147, 1.015429975,
3129.141350712, 1.015494114,
3129.182214142, 1.015560911,
3129.202645706, 1.015613909,
3129.223077471, 1.015558433,
3129.243509135, 1.015589877,
3129.263940700, 1.015587262,
3129.284372464, 1.015612809,
3129.325235793, 1.015479887,
3129.345667458, 1.015487129,
3129.366099122, 1.015569855,
3129.386530786, 1.015750130,
3129.406962451, 1.015600802,
3129.427394115, 1.015737703,
3129.447825879, 1.015948000,
3129.468257443, 1.015785649,
3129.488689107, 1.015761608,
3129.509120871, 1.015675222,
3129.529552435, 1.015698240,
3129.590847427, 1.015684268,
3129.611279191, 1.015945954,
3129.631710855, 1.015837496,
3129.652142419, 1.015731211,
3129.672574183, 1.015954528,
3129.693005847, 1.015827361,
3129.713437411, 1.015931184,
3129.733869175, 1.016079460,
3129.754300838, 1.015960538,
3129.774732502, 1.016117867,
3129.795164166, 1.015870102,
3129.815595829, 1.015708272,
3129.836027493, 1.016128959,
3129.856459156, 1.015971162,
3129.876890820, 1.016193418,
3129.897322583, 1.016033469,
3129.917754247, 1.016235183,
3129.938185810, 1.016002798,
3129.958617474, 1.015932040,
3129.979049137, 1.016097742,
3129.999480801, 1.016012817,
3130.019912564, 1.016272634,
3130.060775791, 1.016174323,
3130.081207554, 1.016121961,
3130.101639117, 1.016210400,
3130.122070880, 1.015994735,
3130.142502544, 1.016387100,
3130.162934107, 1.016414418,
3130.183365870, 1.016247316,
3130.203797533, 1.016567536,
3130.224229096, 1.016092747,
3130.244660859, 1.016818817,
3130.265092522, 1.016450419,
3130.305955848, 1.016291421,
3130.326387511, 1.016639293,
3130.346819274, 1.016433543,
3130.367250837, 1.016770794,
3130.387682500, 1.016557962,
3130.408114263, 1.016343559,
3130.428545826, 1.016541295,
3130.448977489, 1.016687802,
3130.469409251, 1.016522526,
3130.489840914, 1.016696056,
3130.510272477, 1.016690928,
3130.571567665, 1.016567193,
3130.591999228, 1.016855373,
3130.612430890, 1.016975292,
3130.632862553, 1.016844497,
3130.653294216, 1.016590500,
3130.673725778, 1.016945248,
3130.694157541, 1.016824511,
3130.714589203, 1.016770552,
3130.735020766, 1.016709869,
3130.755452528, 1.016709323,
3130.775884191, 1.016541744,
3130.796315953, 1.017091258,
3130.816747516, 1.016582692,
3130.837179178, 1.016979347,
3130.857610941, 1.016910270,
3130.878042503, 1.016541998,
3130.898474165, 1.016721965,
3130.918905928, 1.016839791,
3130.939337590, 1.017061442,
3130.959769152, 1.016805951,
3130.980200915, 1.016812515,
3131.000632577, 1.016862882,
3131.041495901, 1.017124723,
3131.061927564, 1.017101573,
3131.082359326, 1.017048543,
3131.102790888, 1.016829265,
3131.123222550, 1.017028506,
3131.143654312, 1.016983552,
3131.164085874, 1.017050595,
3131.184517537, 1.017136983,
3131.204949299, 1.017269071,
3131.225380861, 1.017424311,
3131.245812623, 1.016891365,
3131.286675847, 1.016984076,
3131.307107609, 1.017006678,
3131.327539171, 1.017241722,
3131.347970833, 1.017232900,
3131.368402595, 1.017333816,
3131.388834157, 1.017052663,
3131.409265819, 1.016999477,
3131.429697581, 1.017102854,
3131.450129143, 1.017120912,
3131.470560905, 1.017428028,
3131.490992567, 1.017373240,
3131.552287552, 1.017021790,
3131.572719214, 1.017474806,
3131.593150876, 1.017456708,
3131.613582538, 1.017345154,
3131.634014200, 1.017503249,
3131.654445962, 1.017479889,
3131.674877523, 1.017305324,
3131.695309285, 1.017358195,
3131.715740947, 1.017465778,
3131.736172509, 1.017407677,
3131.756604271, 1.017498104,
3131.797467494, 1.017491359,
3131.817899256, 1.017534867,
3131.838330918, 1.017374193,
3131.858762479, 1.017627484,
3131.879194241, 1.017294196,
3131.899625903, 1.017556031,
3131.920057664, 1.017360288,
3131.960920888, 1.017636861,
3131.981352649, 1.017610322,
3132.022215873, 1.017992676,
3132.042647534, 1.018005093,
3132.063079196, 1.017648835,
3132.083510858, 1.017606696,
3132.103942519, 1.017669531,
3132.124374181, 1.017690732,
3132.144805943, 1.017656721,
3132.165237604, 1.017574690,
3132.185669166, 1.017859596,
3132.206100927, 1.017576545,
3132.226532589, 1.017762547,
3132.246964151, 1.017795304,
3132.267395912, 1.017927800,
3132.287827574, 1.017407654,
3132.308259135, 1.017795372,
3132.349122558, 1.017799184,
3132.369554320, 1.017735320,
3132.389985882, 1.017824942,
3132.410417543, 1.017732647,
3132.430849305, 1.017720148,
3132.451280866, 1.017822071,
3132.471712528, 1.017839211,
3132.512575851, 1.017846899,
3132.533007512, 1.018015898,
3132.553439274, 1.017635827,
3132.573870836, 1.018114260,
3132.594302597, 1.017964752,
3132.614734259, 1.018106669,
3132.635165920, 1.017676394,
3132.655597582, 1.018040844,
3132.676029243, 1.017937346,
3132.696460905, 1.017796063,
3132.716892566, 1.017997502,
3132.757755789, 1.018128873,
3132.778187551, 1.018081381,
3132.798619213, 1.018175670,
3132.819050974, 1.018043399,
3132.839482536, 1.018074936,
3132.859914197, 1.017846337,
3132.880345959, 1.018091306,
3132.900777520, 1.018125542,
3132.921209182, 1.018271707,
3132.941640943, 1.017945663,
3132.962072505, 1.018079352,
3133.002935928, 1.018111472,
3133.023367490, 1.018174217,
3133.043799251, 1.018012138,
3133.064230913, 1.018003677,
3133.084662474, 1.018427833,
3133.105094236, 1.018243333,
3133.125525897, 1.018087086,
3133.145957559, 1.018329670,
3133.166389221, 1.018309430,
3133.186820882, 1.018252943,
3133.207252544, 1.018238813,
3133.248115867, 1.018263407,
3133.268547629, 1.018368281,
3133.288979290, 1.018584680,
3133.309410852, 1.018159384,
3133.329842613, 1.018118271,
3133.370705837, 1.018153627,
3133.391137598, 1.018309942,
3133.411569160, 1.018215377,
3133.432000922, 1.018104504,
3133.452432583, 1.018164116,
3133.493295907, 1.018241141,
3133.513727568, 1.018084299,
3133.534159130, 1.018306264,
3133.554590892, 1.018190951,
3133.575022554, 1.018186248,
3133.595454115, 1.018510118,
3133.615885877, 1.018384925,
3133.636317539, 1.018082431,
3133.656749301, 1.018553424,
3133.677180862, 1.018930253,
3133.697612524, 1.018807637,
3133.718044286, 1.018489502,
3133.738475848, 1.018389493,
3133.758907509, 1.018511214,
3133.779339271, 1.018011846,
3133.799770933, 1.018484502,
3133.820202495, 1.018551204,
3133.840634257, 1.018362958,
3133.861065919, 1.018663334,
3133.881497580, 1.018449107,
3133.901929242, 1.018631038,
3133.922360904, 1.018475831,
3133.942792666, 1.018580609,
3133.963224228, 1.018527210,
3133.983655890, 1.018445284,
3134.004087652, 1.018461507,
3134.024519214, 1.018714002,
3134.044950876, 1.018645071,
3134.065382538, 1.018642671,
3134.085814200, 1.018614877,
3134.106245962, 1.018677270,
3134.126677524, 1.018673804,
3134.147109186, 1.018859359,
3134.167540948, 1.018523307,
3134.187972510, 1.018863658,
3134.228835934, 1.018636457,
3134.249267496, 1.018784240,
3134.269699159, 1.018509875,
3134.290130921, 1.018693208,
3134.310562483, 1.018418005,
3134.330994245, 1.018977231,
3134.351425907, 1.018605871,
3134.371857569, 1.018775773,
3134.392289232, 1.018682982,
3134.412720894, 1.018686624,
3134.433152556, 1.018593958,
3134.474015881, 1.018744027,
3134.494447643, 1.018626171,
3134.514879305, 1.018868097,
3134.535310868, 1.018546896,
3134.555742630, 1.018820528,
3134.576174293, 1.018703594,
3134.596605855, 1.018831282,
3134.637469280, 1.018641276,
3134.657900842, 1.018774508,
3134.678332605, 1.018723916,
3134.719195930, 1.018675700,
3134.739627592, 1.018778669,
3134.760059255, 1.018787138,
3134.780490918, 1.020029374,
3134.800922580, 1.018560422,
3134.821354143, 1.018793368,
3134.841785905, 1.018859618,
3134.862217568, 1.018522202,
3134.882649231, 1.018592736,
3134.903080894, 1.018809207,
3134.923512556, 1.019079110,
3134.964375882, 1.017713148,
3134.984807545, 1.017428955,
3135.005239308, 1.017423867,
